experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,job_role_Analyst,job_role_Designer,job_role_Developer,job_role_Manager,job_role_Marketer,job_role_Writer,deadline_pressure_level_High,deadline_pressure_level_Low,deadline_pressure_level_Medium,productivity_score
14,13.7,46.1,17.7,2.3,7.2,7.8,2.85,2,5.2,6.4,6.12,0,0,0,0,1,0,0,1,0,85.5
17,8.6,21.4,22.3,1.1,19.2,12.5,1.76,5,1.2,1.0,10.0,0,0,0,1,0,0,1,0,0,56.2
19,2.5,4.7,33.4,1.8,11.8,11.2,3.07,10,4.0,4.1,7.81,0,0,1,0,0,0,0,1,0,56.4
20,16.9,41.7,21.0,1.4,3.4,7.5,0.1,10,6.2,2.7,10.0,0,0,1,0,0,0,1,0,0,83.5
20,3.7,9.7,31.4,1.8,9.1,8.5,2.61,4,2.9,4.9,7.2,1,0,0,0,0,0,0,1,0,59.7
10,6.8,18.0,31.4,2.7,9.1,11.8,0.17,3,5.1,2.7,10.0,0,1,0,0,0,0,0,0,1,69.8
11,8.6,22.8,22.8,3.1,7.8,7.7,0.17,2,3.7,3.2,10.0,0,0,0,1,0,0,1,0,0,62.1
17,5.2,8.7,28.8,1.5,13.8,9.6,2.1,1,4.3,1.1,10.0,0,0,0,1,0,0,1,0,0,57.7
13,9.3,22.6,16.8,2.8,1.0,6.4,0.74,7,5.6,6.2,9.53,0,0,0,0,0,1,1,0,0,68.0
15,7.2,20.4,28.5,3.0,1.0,6.4,2.58,7,5.9,5.3,8.55,0,0,0,0,1,0,0,0,1,69.1
10,5.6,0.0,39.7,0.4,7.7,7.6,4.92,1,4.1,1.2,10.0,1,0,0,0,0,0,0,0,1,43.3
18,19.3,51.6,12.7,2.6,9.3,7.8,1.87,9,4.0,2.7,10.0,0,0,0,0,1,0,1,0,0,85.8
7,14.2,32.2,24.0,1.7,2.3,10.9,1.7,9,4.6,5.9,6.48,0,0,1,0,0,0,0,1,0,67.2
18,5.2,13.7,24.9,0.6,13.4,10.4,0.62,1,3.6,2.1,10.0,0,0,0,1,0,0,1,0,0,68.6
4,15.0,34.9,24.2,1.6,7.0,10.1,1.12,10,3.1,1.4,10.0,0,0,0,0,0,1,1,0,0,54.8
3,19.8,46.1,17.0,3.1,4.3,9.8,1.22,2,3.5,2.7,10.0,0,0,0,0,0,1,1,0,0,58.2
2,15.5,42.9,13.4,2.5,8.1,10.1,4.27,10,4.6,6.8,5.82,0,0,0,0,1,0,0,1,0,57.6
3,6.7,23.2,16.8,1.0,10.2,10.9,1.03,9,4.2,4.6,10.0,0,1,0,0,0,0,1,0,0,51.0
4,7.7,17.2,26.2,2.5,6.0,9.1,4.31,8,5.1,3.0,10.0,1,0,0,0,0,0,1,0,0,43.8
10,6.3,22.7,18.1,2.8,22.4,15.5,3.7,10,2.9,4.3,7.66,0,0,0,1,0,0,0,1,0,57.6
7,9.1,28.9,23.3,1.7,7.3,7.2,0.63,1,4.0,6.1,6.33,0,0,1,0,0,0,0,1,0,71.2
15,13.5,33.5,21.0,0.4,7.0,11.6,4.22,8,4.6,5.6,6.69,0,0,1,0,0,0,0,1,0,68.4
15,16.4,31.5,26.2,2.3,5.1,9.5,0.1,9,5.7,4.1,7.81,0,0,1,0,0,0,0,1,0,86.4
5,20.6,52.6,22.8,0.7,6.1,4.1,3.04,4,4.4,2.1,10.0,0,0,1,0,0,0,0,0,1,62.5
2,2.3,8.3,24.9,3.3,2.8,4.2,3.5,7,5.5,7.0,7.3,0,1,0,0,0,0,0,0,1,46.0
5,13.6,35.4,15.4,1.3,1.8,4.5,2.79,6,6.9,8.3,4.7,1,0,0,0,0,0,0,1,0,77.9
20,6.7,17.1,23.7,0.7,3.9,8.9,2.75,3,4.1,4.4,10.0,0,0,0,0,1,0,1,0,0,60.1
13,7.3,13.2,25.1,1.0,6.1,7.3,3.27,2,5.8,4.9,8.86,1,0,0,0,0,0,0,0,1,62.4
18,13.4,30.5,21.4,2.6,3.2,3.9,3.45,10,5.4,3.5,10.0,0,0,0,0,1,0,1,0,0,72.8
4,4.8,11.8,36.1,2.1,5.5,5.9,4.23,7,4.2,1.4,10.0,0,1,0,0,0,0,1,0,0,41.3
20,5.8,14.8,22.6,1.4,10.1,10.7,2.31,2,3.4,3.4,10.0,0,0,0,1,0,0,1,0,0,51.5
4,5.2,12.5,25.3,2.1,7.5,8.7,4.22,3,3.8,3.5,10.0,0,1,0,0,0,0,1,0,0,38.1
20,22.6,54.6,17.9,4.2,3.9,2.4,0.1,1,6.3,4.9,7.21,0,0,0,0,0,1,0,1,0,94.8
11,12.6,33.9,10.0,2.3,3.7,6.7,0.98,6,5.2,9.4,3.88,0,0,0,0,0,1,0,1,0,89.2
17,1.3,0.2,29.5,0.8,4.9,10.1,2.34,6,4.1,7.1,5.59,0,1,0,0,0,0,0,1,0,64.7
15,8.0,16.3,21.8,0.9,1.4,4.8,4.16,6,5.9,5.2,10.0,1,0,0,0,0,0,1,0,0,64.3
5,4.5,10.3,28.9,6.8,8.1,12.1,0.41,8,5.1,2.6,10.0,0,0,0,0,1,0,1,0,0,60.8
5,20.2,51.7,13.6,0.2,4.8,6.4,5.22,2,6.2,4.9,8.87,0,0,1,0,0,0,0,0,1,62.6
18,9.5,26.2,20.9,0.3,2.9,7.6,4.74,7,5.4,6.2,7.9,0,0,0,0,1,0,0,0,1,61.4
3,10.4,28.2,27.6,4.7,6.1,10.1,0.1,5,5.1,5.0,7.15,1,0,0,0,0,0,0,1,0,73.4
14,2.1,0.0,24.2,2.4,7.9,8.0,2.69,1,4.3,4.4,10.0,1,0,0,0,0,0,1,0,0,50.1
20,15.9,37.7,21.9,7.7,5.0,8.2,1.13,10,5.1,5.3,6.92,0,0,0,0,1,0,0,1,0,94.8
18,1.3,4.7,28.6,2.9,13.0,10.8,3.04,3,2.4,5.3,6.92,0,0,0,1,0,0,0,1,0,50.9
13,5.9,14.8,29.3,2.7,7.3,9.6,3.16,3,6.8,5.4,6.85,0,0,0,1,0,0,0,1,0,68.2
7,1.7,0.0,27.7,5.4,2.4,7.7,0.28,8,7.9,5.1,10.0,0,1,0,0,0,0,1,0,0,68.3
8,4.1,7.2,30.8,1.8,5.0,4.1,2.87,1,6.1,3.0,10.0,0,0,0,0,1,0,1,0,0,55.8
9,11.6,33.2,25.5,4.2,5.8,8.3,3.25,4,4.3,3.8,9.67,0,0,0,0,0,1,0,0,1,51.4
19,8.3,17.4,26.2,1.9,1.7,4.3,2.09,3,7.7,5.4,8.47,0,0,1,0,0,0,0,0,1,84.4
13,8.5,24.3,24.2,3.4,15.0,11.4,0.84,4,4.9,4.1,7.81,0,0,0,1,0,0,0,1,0,84.8
10,6.9,23.0,21.8,0.8,8.2,7.7,2.82,10,4.6,6.8,5.81,0,1,0,0,0,0,0,1,0,66.5
9,9.2,21.4,26.8,0.3,7.3,9.8,0.44,8,4.6,2.2,10.0,1,0,0,0,0,0,1,0,0,60.8
15,10.9,28.5,22.0,1.3,3.9,5.9,2.11,4,5.8,6.8,5.81,1,0,0,0,0,0,0,1,0,84.1
8,13.8,30.2,13.6,1.7,8.4,10.6,0.69,10,2.9,7.0,5.65,0,0,0,0,0,1,0,1,0,65.8
5,8.0,21.0,19.2,3.7,4.0,8.4,0.99,6,5.3,8.2,4.77,0,0,0,0,1,0,0,1,0,72.6
12,23.1,58.7,12.9,1.8,1.0,4.3,2.87,7,5.5,5.2,8.62,0,0,1,0,0,0,0,0,1,75.0
20,8.3,13.4,30.8,0.8,22.3,17.0,1.3,1,1.0,1.0,10.0,0,0,0,1,0,0,0,1,0,56.3
4,11.2,23.9,22.8,3.0,6.4,9.5,0.59,10,5.2,2.9,10.0,0,0,0,0,1,0,1,0,0,61.0
11,6.0,12.4,31.7,1.0,2.0,6.8,2.38,6,3.6,3.1,10.0,0,1,0,0,0,0,1,0,0,50.6
18,21.0,53.7,11.5,0.8,2.6,7.7,2.59,6,6.8,7.2,5.51,0,0,1,0,0,0,0,1,0,97.7
16,3.4,6.4,21.8,1.3,8.0,6.7,3.13,3,6.4,7.7,5.14,1,0,0,0,0,0,0,1,0,68.9
3,13.2,30.5,11.8,1.6,4.9,8.1,5.24,8,5.2,8.5,4.54,1,0,0,0,0,0,0,1,0,65.5
3,10.8,25.9,22.2,1.5,2.7,6.3,1.14,1,4.9,4.1,10.0,1,0,0,0,0,0,1,0,0,58.0
11,1.1,0.0,30.4,4.1,12.5,14.3,2.02,3,2.6,3.5,9.89,0,0,0,1,0,0,0,0,1,38.3
14,6.8,12.1,32.5,2.2,1.0,5.8,1.14,10,5.5,4.4,9.22,1,0,0,0,0,0,0,0,1,66.4
10,12.0,22.8,23.7,2.0,1.0,6.4,2.84,6,6.4,6.8,5.8,0,0,0,0,0,1,0,1,0,81.1
8,5.5,17.0,27.2,0.9,1.0,6.6,4.66,9,5.4,7.6,5.22,1,0,0,0,0,0,0,1,0,62.7
6,2.0,0.0,31.0,3.9,6.6,4.4,0.95,6,6.3,6.1,6.33,0,1,0,0,0,0,0,1,0,60.5
7,4.6,6.6,37.1,1.4,8.7,9.0,3.56,4,4.0,1.0,10.0,0,1,0,0,0,0,1,0,0,40.0
2,15.5,54.0,10.0,1.2,1.0,8.3,5.67,2,5.9,6.4,9.39,0,0,1,0,0,0,1,0,0,61.2
7,12.1,29.1,21.8,4.4,1.0,2.0,0.1,6,5.5,4.3,10.0,0,1,0,0,0,0,1,0,0,76.5
10,14.2,39.1,24.4,0.3,1.8,8.1,2.55,6,5.1,2.9,10.0,0,0,1,0,0,0,1,0,0,69.7
4,14.2,40.4,11.3,2.6,1.0,5.5,3.97,6,6.1,7.9,6.64,0,0,1,0,0,0,0,0,1,65.5
7,10.5,26.1,19.0,1.4,4.7,6.9,4.95,9,5.1,7.4,5.35,0,0,0,0,0,1,0,1,0,62.5
8,5.7,18.0,27.5,3.5,3.1,9.0,0.1,2,5.6,6.9,5.73,0,1,0,0,0,0,0,1,0,77.2
11,17.9,48.7,12.9,0.6,1.0,7.3,3.32,3,5.7,5.1,10.0,0,0,1,0,0,0,1,0,0,74.6
4,6.8,12.2,29.8,1.0,15.3,13.2,2.93,9,1.5,1.0,10.0,0,0,0,1,0,0,1,0,0,29.1
8,10.9,30.1,13.4,2.4,1.0,5.4,0.1,6,5.8,9.7,3.67,1,0,0,0,0,0,0,1,0,87.3
17,4.5,11.8,34.8,1.1,3.8,4.6,0.76,1,3.2,2.2,10.0,0,1,0,0,0,0,1,0,0,60.7
8,0.1,8.7,16.3,3.4,9.6,7.8,2.71,2,4.1,6.5,9.31,0,1,0,0,0,0,1,0,0,48.7
7,14.4,41.8,18.5,1.6,2.7,6.5,3.47,2,4.9,4.1,10.0,0,0,1,0,0,0,1,0,0,69.2
6,11.1,17.1,33.1,1.8,4.6,8.3,0.1,10,3.9,3.8,8.03,0,0,0,0,0,1,0,1,0,52.0
18,1.9,0.0,28.5,1.8,12.4,12.0,2.66,4,2.9,2.3,10.0,0,0,0,0,1,0,1,0,0,45.4
8,6.0,19.2,27.6,1.4,11.6,11.1,1.36,10,2.9,1.7,10.0,0,0,0,1,0,0,1,0,0,52.6
8,3.1,11.5,33.9,1.0,3.8,7.0,2.83,3,4.3,4.3,9.3,0,1,0,0,0,0,0,0,1,41.9
15,13.9,38.4,20.7,1.0,12.0,9.5,0.18,8,3.8,4.4,7.6,0,0,1,0,0,0,0,1,0,77.8
20,9.1,21.4,20.5,4.4,3.7,2.0,0.1,1,5.2,4.7,10.0,0,0,0,0,1,0,1,0,0,78.2
13,6.5,14.1,21.3,3.4,16.3,13.1,0.56,8,3.7,3.5,9.9,0,0,0,1,0,0,0,0,1,61.2
2,13.5,30.4,11.0,0.4,1.3,9.1,2.61,8,4.7,8.0,6.55,1,0,0,0,0,0,0,0,1,61.0
20,15.5,39.4,19.9,1.5,5.3,4.3,0.1,1,5.5,5.8,6.54,0,0,1,0,0,0,0,1,0,99.6
5,13.2,36.5,28.3,2.3,4.0,4.9,0.46,4,5.8,4.6,7.43,0,0,1,0,0,0,0,1,0,75.8
16,20.2,51.5,18.0,1.1,1.0,8.1,1.52,1,4.7,6.2,6.25,0,0,1,0,0,0,0,1,0,89.3
19,2.7,3.5,34.9,3.6,8.1,8.9,1.64,7,3.7,3.1,10.0,1,0,0,0,0,0,0,0,1,51.5
12,6.1,14.8,26.2,0.3,6.2,8.3,1.73,5,3.5,4.9,8.86,0,1,0,0,0,0,0,0,1,60.2
6,0.0,9.1,26.0,1.2,2.8,5.8,1.02,7,6.9,7.3,7.08,0,1,0,0,0,0,0,0,1,72.6
5,8.3,16.0,30.7,1.2,7.2,11.8,0.77,1,4.5,2.9,10.0,1,0,0,0,0,0,0,0,1,57.6
10,10.6,21.1,25.9,0.9,1.0,4.4,1.26,5,6.4,3.6,10.0,0,0,1,0,0,0,1,0,0,64.0
17,4.6,10.4,21.1,0.4,6.5,10.0,2.25,7,4.9,8.0,4.93,0,1,0,0,0,0,0,1,0,76.4
6,9.7,24.1,22.6,3.2,8.0,8.9,2.32,1,4.0,4.4,9.22,1,0,0,0,0,0,0,0,1,57.2
5,11.9,30.5,25.9,1.1,4.0,2.0,0.83,8,6.6,5.6,6.71,1,0,0,0,0,0,0,1,0,76.3
8,4.0,5.2,31.0,0.8,6.7,6.2,1.05,4,4.2,2.6,10.0,0,0,0,1,0,0,1,0,0,50.4
9,4.2,14.6,21.1,1.6,9.9,12.7,3.3,4,4.3,4.2,10.0,0,1,0,0,0,0,1,0,0,49.6
11,10.2,25.2,21.4,0.5,1.8,8.4,0.81,4,8.0,6.2,7.9,0,0,0,0,1,0,0,0,1,86.0
8,9.2,14.9,29.7,0.9,1.7,8.8,3.03,5,5.1,4.4,9.24,0,0,1,0,0,0,0,0,1,48.1
19,7.4,20.8,26.6,1.9,11.3,11.3,3.01,6,3.8,3.2,10.0,0,0,0,1,0,0,0,0,1,62.1
19,13.0,35.8,14.3,1.5,5.6,4.3,1.44,6,4.0,4.8,10.0,0,0,0,0,1,0,1,0,0,74.4
10,10.6,23.8,23.9,2.5,2.6,5.8,1.67,8,4.6,3.7,10.0,0,0,0,0,1,0,1,0,0,64.5
3,6.4,16.6,30.8,4.1,7.5,9.3,1.67,8,5.6,3.3,10.0,0,1,0,0,0,0,0,0,1,54.0
1,6.3,14.7,34.9,3.6,9.7,8.5,0.1,2,3.7,1.8,10.0,0,0,1,0,0,0,0,0,1,43.3
9,0.3,0.0,25.6,0.7,21.4,17.2,0.8,6,3.3,1.2,10.0,0,0,0,1,0,0,1,0,0,49.1
17,22.0,58.1,15.4,1.2,10.7,7.5,4.07,7,5.3,1.0,10.0,0,0,0,0,1,0,1,0,0,80.7
5,13.4,27.2,23.9,3.4,1.5,8.5,2.48,5,7.0,4.8,8.93,1,0,0,0,0,0,0,0,1,66.4
16,4.9,10.3,27.3,1.1,5.9,11.6,4.11,3,6.1,6.5,6.04,0,0,1,0,0,0,0,1,0,75.1
7,10.2,30.2,23.2,2.6,4.1,7.3,2.6,3,3.6,3.6,10.0,0,0,0,0,1,0,1,0,0,56.2
9,4.9,14.7,24.9,1.0,17.5,12.7,2.91,3,1.0,2.7,10.0,0,0,0,1,0,0,0,0,1,38.4
12,16.7,44.7,14.4,0.7,6.1,11.1,3.17,3,2.7,5.2,8.63,0,0,0,0,1,0,0,0,1,65.5
8,11.5,32.8,16.4,1.4,4.6,8.4,4.57,6,5.9,4.9,10.0,0,0,0,0,1,0,1,0,0,64.2
6,15.5,40.0,24.9,2.3,4.5,8.1,3.98,4,5.5,1.8,10.0,0,0,1,0,0,0,1,0,0,62.6
17,8.2,18.7,28.4,0.2,8.4,8.5,1.88,5,4.4,3.3,10.0,0,0,1,0,0,0,0,0,1,65.1
20,25.4,68.5,10.0,1.4,2.2,7.5,0.76,2,5.4,6.6,5.96,0,0,1,0,0,0,0,1,0,100.0
4,18.9,61.0,23.0,2.6,4.8,10.5,1.85,3,6.2,4.3,7.65,0,0,1,0,0,0,0,1,0,86.3
2,20.2,48.6,23.5,1.4,8.2,9.9,4.3,2,4.8,1.0,10.0,0,0,0,0,0,1,1,0,0,60.3
12,4.4,9.3,29.5,1.1,19.1,18.4,2.09,5,2.0,1.0,10.0,0,0,0,1,0,0,1,0,0,48.4
18,3.0,9.9,26.7,2.1,25.5,20.0,2.51,6,1.9,1.0,10.0,0,0,0,1,0,0,0,0,1,52.9
2,11.3,15.6,25.2,1.8,5.2,5.5,0.79,8,4.7,2.6,10.0,0,0,0,0,1,0,1,0,0,45.2
2,3.9,11.6,24.1,4.6,5.2,6.7,0.1,6,6.3,7.7,5.14,0,1,0,0,0,0,0,1,0,76.9
6,13.3,37.9,20.0,4.5,4.8,7.2,1.94,5,4.1,6.5,6.04,0,0,0,0,0,1,0,1,0,69.5
20,5.3,12.5,23.9,0.8,6.8,11.1,1.65,8,5.0,5.5,8.41,1,0,0,0,0,0,0,0,1,74.5
6,14.9,39.4,24.3,2.3,4.1,8.0,0.36,5,5.2,5.2,7.0,0,0,1,0,0,0,0,1,0,80.3
15,21.5,55.7,12.8,2.8,5.9,5.2,4.12,9,5.2,4.5,9.16,0,0,1,0,0,0,0,0,1,77.7
2,6.4,15.6,22.0,1.8,7.6,10.5,0.83,10,4.2,5.5,8.41,1,0,0,0,0,0,0,0,1,45.7
18,4.0,14.7,16.2,1.6,9.5,9.9,0.1,10,3.3,8.6,4.48,0,0,0,0,1,0,0,1,0,74.2
17,1.8,0.0,38.4,1.0,16.8,13.1,2.07,3,2.6,1.8,9.52,0,0,0,1,0,0,0,1,0,46.8
3,16.6,56.9,13.4,0.2,6.0,6.9,4.88,10,3.3,7.0,5.66,0,0,1,0,0,0,0,1,0,59.6
17,9.1,34.1,31.0,2.9,2.2,5.3,0.88,7,5.9,2.4,10.0,0,1,0,0,0,0,1,0,0,84.2
17,11.5,24.7,19.1,2.4,6.3,11.1,0.1,7,5.1,3.8,10.0,0,1,0,0,0,0,1,0,0,78.0
14,7.9,14.2,30.1,1.9,5.6,4.9,0.1,1,4.3,5.1,7.07,1,0,0,0,0,0,0,1,0,67.7
19,13.9,23.9,22.1,0.5,9.2,7.0,1.67,6,4.8,4.7,7.36,0,0,0,0,1,0,0,1,0,74.2
10,20.1,59.8,13.0,0.8,1.0,6.3,1.66,6,6.6,4.5,10.0,0,0,1,0,0,0,1,0,0,92.0
2,18.5,47.5,18.4,2.7,6.4,6.7,1.29,1,4.7,5.2,7.0,0,0,0,0,0,1,0,1,0,75.1
14,22.0,55.7,14.0,1.1,8.0,10.1,3.27,8,3.9,5.0,7.14,0,0,0,0,0,1,0,1,0,78.4
4,16.6,34.0,23.0,2.7,1.6,4.1,0.61,8,5.4,5.7,6.62,0,0,1,0,0,0,0,1,0,73.2
7,15.0,44.3,10.0,1.5,4.1,4.3,0.64,2,5.7,7.2,7.15,0,0,0,0,1,0,0,0,1,77.3
19,0.0,0.0,25.5,0.2,1.7,4.6,4.6,7,4.8,7.7,6.78,0,1,0,0,0,0,0,0,1,58.7
7,9.3,28.0,17.9,1.8,5.1,7.6,0.1,9,5.4,7.9,4.99,0,0,1,0,0,0,0,1,0,75.3
8,11.1,14.5,31.0,2.4,6.5,8.5,1.53,3,4.4,1.0,10.0,1,0,0,0,0,0,1,0,0,50.3
11,7.2,17.6,29.7,2.0,7.5,15.4,0.76,3,5.2,4.9,7.21,0,0,0,0,1,0,0,1,0,61.9
4,7.6,24.7,19.3,1.2,7.5,11.1,3.19,10,3.4,7.4,5.36,1,0,0,0,0,0,0,1,0,52.4
19,5.3,12.3,23.8,7.0,4.6,8.2,0.1,8,4.5,6.1,7.97,0,0,0,0,1,0,0,0,1,77.3
20,11.3,30.9,21.3,1.3,7.3,9.7,2.89,2,4.5,4.5,9.14,0,0,0,0,1,0,0,0,1,60.2
8,8.0,18.0,18.6,1.4,7.1,12.6,0.1,9,4.3,4.6,10.0,0,0,1,0,0,0,1,0,0,55.0
16,1.8,12.6,23.8,0.5,2.5,6.8,3.17,1,4.9,7.5,6.94,0,1,0,0,0,0,0,0,1,58.1
15,0.3,0.0,19.8,0.3,16.4,13.1,0.76,1,3.2,5.4,8.49,0,0,0,1,0,0,0,0,1,49.1
12,1.7,0.3,33.4,0.0,9.6,8.0,2.9,3,4.5,4.8,7.28,0,1,0,0,0,0,0,1,0,55.1
17,4.8,3.1,29.5,0.9,6.2,7.9,3.24,7,5.3,5.9,6.48,0,0,0,0,1,0,0,1,0,62.6
15,15.8,42.4,12.8,2.1,5.4,9.6,1.01,7,3.8,7.5,5.29,0,0,1,0,0,0,0,1,0,80.5
6,13.4,41.9,18.4,1.8,2.8,5.5,3.17,3,6.6,5.9,8.13,0,0,1,0,0,0,0,0,1,76.6
11,7.7,11.8,29.1,0.4,1.0,5.5,3.2,6,4.1,3.5,10.0,0,0,0,0,0,1,1,0,0,46.5
11,6.2,14.1,21.9,0.5,19.9,14.9,3.98,9,1.5,4.0,7.88,0,0,0,1,0,0,0,1,0,46.6
19,11.5,21.7,22.1,0.8,1.0,4.7,0.1,6,6.8,7.4,5.38,0,0,0,0,1,0,0,1,0,98.7
3,11.0,19.2,27.9,0.5,2.8,7.3,3.78,9,6.5,2.6,10.0,0,0,0,0,1,0,1,0,0,54.1
14,3.0,16.5,23.1,1.4,9.1,8.4,1.02,9,1.9,5.7,8.26,0,1,0,0,0,0,0,0,1,56.8
18,15.0,32.2,18.2,0.6,1.7,2.0,4.36,3,3.4,4.3,10.0,0,0,0,0,1,0,1,0,0,66.3
19,3.0,6.2,28.4,2.9,6.7,10.5,0.1,2,4.2,6.5,6.04,0,1,0,0,0,0,0,1,0,77.3
5,25.4,56.4,10.0,0.7,9.0,8.7,1.73,9,4.7,1.9,10.0,0,0,1,0,0,0,1,0,0,68.9
20,0.0,4.3,36.7,1.8,6.1,10.0,2.6,9,5.4,2.3,10.0,0,1,0,0,0,0,1,0,0,66.5
10,24.9,63.9,10.0,1.7,9.5,12.1,3.17,7,3.7,1.9,10.0,0,0,1,0,0,0,1,0,0,75.8
2,23.2,59.3,10.0,1.7,7.0,6.3,1.37,1,7.1,2.9,10.0,0,0,1,0,0,0,1,0,0,82.3
16,9.8,24.2,25.4,2.3,22.1,14.4,3.54,4,2.3,1.0,10.0,0,0,0,1,0,0,0,0,1,44.6
17,4.3,17.4,23.5,2.6,3.8,5.0,0.1,7,4.1,5.1,10.0,0,1,0,0,0,0,1,0,0,66.0
17,14.0,41.8,15.4,3.7,6.2,8.4,0.13,2,3.1,5.6,8.34,0,0,1,0,0,0,0,0,1,77.5
10,1.4,1.1,23.9,0.5,9.4,11.4,3.51,6,4.0,7.3,5.43,0,0,0,0,1,0,0,1,0,43.1
14,5.6,10.0,27.4,0.3,29.7,18.2,4.03,9,1.3,1.0,10.0,0,0,0,1,0,0,0,0,1,44.9
11,9.8,22.2,26.2,1.9,16.5,13.5,1.96,3,3.9,1.0,10.0,0,0,0,1,0,0,1,0,0,58.1
3,17.6,44.6,25.2,2.3,1.0,2.0,4.36,7,5.7,2.1,10.0,1,0,0,0,0,0,1,0,0,58.6
8,10.8,23.9,21.6,1.4,1.6,4.5,4.32,3,5.6,7.5,5.29,0,0,0,0,1,0,0,1,0,60.7
13,15.7,36.5,16.2,2.2,8.5,7.3,4.33,3,6.7,5.9,6.47,1,0,0,0,0,0,0,1,0,73.8
16,12.4,33.3,14.1,2.8,7.2,10.9,1.47,1,5.1,6.1,7.97,1,0,0,0,0,0,0,0,1,87.4
9,15.7,46.2,12.1,4.3,4.9,8.9,0.1,7,4.9,4.8,10.0,0,0,0,0,1,0,1,0,0,76.4
5,1.2,8.6,28.1,2.6,3.1,7.6,1.67,8,5.9,6.4,7.74,0,1,0,0,0,0,0,0,1,54.9
16,9.6,24.8,17.6,0.8,6.2,5.7,1.76,8,4.9,6.1,7.95,0,0,0,0,1,0,0,0,1,72.5
4,10.3,27.2,21.5,4.7,1.9,4.7,0.1,10,6.3,4.6,10.0,0,0,0,0,1,0,1,0,0,66.0
7,13.2,34.7,14.5,1.6,2.3,5.2,3.03,6,6.7,7.0,7.3,0,0,1,0,0,0,0,0,1,82.0
12,9.3,22.8,23.5,3.7,7.6,6.9,0.65,4,4.6,5.9,6.47,1,0,0,0,0,0,0,1,0,70.2
4,5.3,21.7,28.7,2.3,16.3,10.7,0.1,10,1.0,1.0,10.0,0,0,0,1,0,0,1,0,0,38.6
13,8.5,18.7,15.6,1.4,8.5,8.2,3.75,4,4.1,4.8,10.0,0,0,1,0,0,0,1,0,0,57.0
20,4.5,8.7,22.5,0.6,3.9,6.6,4.08,4,4.9,6.8,7.45,0,1,0,0,0,0,0,0,1,56.8
11,6.8,17.6,17.2,1.7,10.5,10.7,4.19,8,3.2,7.4,5.37,0,1,0,0,0,0,0,1,0,53.7
19,4.1,23.0,23.0,1.4,11.5,12.4,1.98,8,2.6,3.4,10.0,0,0,0,1,0,0,1,0,0,58.3
9,14.1,29.2,22.8,2.7,6.6,6.1,0.1,1,4.9,5.1,7.06,0,0,0,0,1,0,0,1,0,78.5
15,5.2,11.8,27.6,3.0,4.2,8.0,1.76,9,4.6,5.2,8.62,1,0,0,0,0,0,0,0,1,62.3
6,1.3,0.0,26.6,1.7,10.8,9.3,2.96,8,4.3,4.8,8.92,0,1,0,0,0,0,0,0,1,44.0
6,6.4,18.4,18.5,3.2,3.6,4.8,3.66,3,5.1,5.9,9.76,0,0,1,0,0,0,1,0,0,46.8
3,6.9,13.6,21.7,1.4,4.3,5.0,2.64,7,6.0,7.8,5.07,1,0,0,0,0,0,0,1,0,63.4
20,6.9,16.7,16.2,0.6,1.0,6.8,0.9,9,6.8,8.5,6.2,0,1,0,0,0,0,0,0,1,85.4
7,2.2,7.0,21.5,0.4,4.1,6.7,2.04,3,4.3,6.1,9.62,0,1,0,0,0,0,1,0,0,39.0
1,14.2,33.1,23.0,3.0,7.5,7.1,3.88,3,4.5,1.8,10.0,0,0,1,0,0,0,1,0,0,49.6
9,13.9,39.9,15.6,0.4,3.3,9.1,3.83,3,5.1,6.3,7.82,0,0,0,0,0,1,0,0,1,62.4
12,6.3,21.6,28.6,2.2,6.3,8.7,3.08,1,5.0,4.2,9.37,0,0,0,1,0,0,0,0,1,64.8
8,12.3,35.5,20.2,1.0,1.0,4.5,4.88,1,6.1,7.6,5.21,0,0,1,0,0,0,0,1,0,80.3
3,8.8,24.3,27.2,2.2,2.9,5.6,0.34,1,5.8,4.8,8.93,1,0,0,0,0,0,0,0,1,65.2
15,0.0,4.1,27.2,1.4,1.0,2.0,0.1,9,6.3,9.0,4.19,0,0,0,0,0,1,0,1,0,87.4
3,7.4,28.9,17.7,1.4,11.4,12.4,2.98,2,4.6,6.9,5.74,0,0,0,1,0,0,0,1,0,62.3
1,4.9,7.6,37.1,1.3,14.8,12.2,4.39,9,2.7,1.0,10.0,0,0,0,1,0,0,1,0,0,23.9
2,16.0,43.4,18.4,2.1,7.0,5.6,0.58,7,5.9,4.2,9.38,0,0,1,0,0,0,0,0,1,69.7
3,10.5,25.3,23.5,1.2,7.1,9.2,2.35,10,4.0,5.7,6.62,0,0,0,0,0,1,0,1,0,63.0
17,5.9,20.5,30.2,2.0,16.4,14.7,4.04,10,1.8,2.9,8.7,0,0,0,1,0,0,0,1,0,49.9
19,17.0,36.7,28.9,3.4,6.7,5.4,1.21,9,5.8,1.3,10.0,0,0,1,0,0,0,0,0,1,92.3
10,14.3,33.3,10.8,0.8,2.3,6.3,1.6,4,7.3,6.1,9.59,0,0,1,0,0,0,1,0,0,70.5
